schedtime,carrier,distance,flightnumber,weather,dayweek,daymonth,delay
1900,6,213,2385,0,5,16,1
700,6,213,2855,0,5,16,0
2100,6,199,2879,0,5,16,0
1700,6,213,2497,0,5,16,1
1720,6,169,3372,0,6,17,0
1455,6,169,2229,0,6,17,0
1030,6,169,2303,0,6,17,0
700,6,169,2703,0,6,17,0
700,6,213,2855,0,6,17,0
1600,6,199,2361,0,6,17,0
1730,6,199,2097,0,6,17,0
1359,6,199,2216,0,6,17,0
1500,6,213,2156,0,6,17,0
930,6,199,2582,0,6,17,0
1700,6,213,2497,0,6,17,0
645,6,199,2761,0,6,17,0
1030,6,169,2303,1,7,18,1
1315,6,169,2703,0,7,18,1
1455,6,169,2403,0,7,18,1
1500,6,213,2156,0,7,18,1
1359,6,199,2216,0,7,18,1
845,6,213,2254,0,7,18,0
930,6,199,2582,0,7,18,0
1720,6,169,3372,0,1,19,0
1030,6,169,2303,0,1,19,0
700,6,169,2703,0,1,19,0
1455,6,169,2403,0,1,19,0
1900,6,213,2385,0,1,19,1
1300,6,213,2692,0,1,19,0
645,6,199,2761,0,1,19,0
1525,6,199,2261,0,1,19,0
700,6,213,2855,0,1,19,0
1700,6,213,2497,0,1,19,0
1500,6,213,2156,0,1,19,0
1630,6,199,2181,0,1,19,0
1359,6,199,2216,0,1,19,0
900,6,199,2582,0,1,19,0
2100,6,199,2879,0,1,19,0
1455,6,169,2403,0,2,20,0
1030,6,169,2303,0,2,20,0
1720,6,169,3372,0,2,20,1
700,6,169,2703,0,2,20,0
1630,6,199,2181,0,2,20,0
2100,6,199,2879,0,2,20,0
1359,6,199,2216,0,2,20,0
1700,6,213,2497,0,2,20,0
645,6,199,2761,0,2,20,0
1900,6,213,2385,0,2,20,0
900,6,199,2582,0,2,20,0
1300,6,213,2367,0,2,20,0
1525,6,199,2261,0,2,20,1
1500,6,213,2156,0,2,20,0
700,6,213,2855,0,2,20,1
700,6,169,2703,0,3,21,0
1455,6,169,2403,0,3,21,0
1720,6,169,3372,0,3,21,1
1030,6,169,2303,0,3,21,0
645,6,199,2761,0,3,21,0
1500,6,213,2156,0,3,21,1
2100,6,199,2879,0,3,21,0
1630,6,199,2181,0,3,21,1
1900,6,213,2385,0,3,21,0
1525,6,199,2261,0,3,21,1
700,6,213,2855,0,3,21,0
1359,6,199,2216,0,3,21,0
1700,6,213,2497,0,3,21,0
1300,6,213,2367,0,3,21,0
900,6,199,2582,0,3,21,0
700,6,169,2703,0,4,22,0
1030,6,169,2303,0,4,22,0
1455,6,169,2403,0,4,22,0
1720,6,169,3372,0,4,22,1
1359,6,199,2216,0,4,22,0
1525,6,199,2261,0,4,22,0
1630,6,199,2181,0,4,22,0
1300,6,213,2692,0,4,22,0
645,6,199,2761,0,4,22,0
1500,6,213,2156,0,4,22,0
1700,6,213,2497,0,4,22,0
700,6,213,2855,0,4,22,0
1900,6,213,2385,0,4,22,0
2100,6,199,2879,0,4,22,0
900,6,199,2582,0,4,22,0
1455,6,169,2403,0,5,23,1
1030,6,169,2303,0,5,23,0
1720,6,169,3372,0,5,23,0
700,6,169,2703,0,5,23,0
2100,6,199,2879,0,5,23,0
1630,6,199,2181,0,5,23,0
700,6,213,2855,0,5,23,0
645,6,199,2761,0,5,23,0
1500,6,213,2156,0,5,23,0
1900,6,213,2385,0,5,23,0
1300,6,213,2692,0,5,23,0
1525,6,199,2261,0,5,23,1
1700,6,213,2497,0,5,23,0
900,6,199,2582,0,5,23,0
1359,6,199,2216,0,5,23,0
1455,6,169,2229,0,6,24,0
1720,6,169,3372,0,6,24,0
700,6,169,2703,0,6,24,1
1030,6,169,2303,0,6,24,0
930,6,199,2582,0,6,24,0
1500,6,213,2156,0,6,24,0
1600,6,199,2361,0,6,24,0
700,6,213,2855,0,6,24,1
645,6,199,2761,0,6,24,0
1359,6,199,2216,0,6,24,0
1700,6,213,2497,0,6,24,0
1730,6,199,2097,0,6,24,0
1455,6,169,2403,0,7,25,0
1030,6,169,2303,0,7,25,1
1720,6,169,3372,0,7,25,0
1315,6,169,2703,0,7,25,0
2130,6,199,2879,0,7,25,1
930,6,199,2582,0,7,25,0
845,6,213,2254,0,7,25,0
1900,6,213,2385,0,7,25,1
1500,6,213,2156,0,7,25,0
1700,6,213,2497,0,7,25,0
1359,6,199,2216,0,7,25,0
1730,6,199,2097,0,7,25,0
1720,6,169,3372,0,1,26,1
1455,6,169,2403,0,1,26,0
1500,6,213,2156,0,1,26,1
2100,6,199,2879,0,1,26,0
900,6,199,2582,0,1,26,0
1900,6,213,2385,0,1,26,1
1300,6,213,2692,0,1,26,0
1700,6,213,2497,0,1,26,1
1359,6,199,2216,0,1,26,0
1525,6,199,2261,1,1,26,1
700,6,169,2703,0,2,27,1
1500,6,213,2156,0,2,27,1
700,6,213,2855,1,2,27,1
645,6,199,2761,0,2,27,0
1455,6,169,2403,0,3,28,0
1030,6,169,2303,0,3,28,0
1720,6,169,3372,0,3,28,1
1359,6,199,2216,0,3,28,0
1700,6,213,2497,0,3,28,0
2100,6,199,2879,0,3,28,1
1900,6,213,2385,0,3,28,0
1630,6,199,2181,0,3,28,0
900,6,199,2582,0,3,28,1
700,6,213,2855,0,3,28,0
1525,6,199,2261,0,3,28,0
1500,6,213,2156,0,3,28,0
1720,6,169,3372,0,4,29,0
700,6,169,2703,0,4,29,0
1030,6,169,2303,0,4,29,0
1455,6,169,2403,0,4,29,0
2100,6,199,2879,0,4,29,0
1630,6,199,2181,0,4,29,0
1500,6,213,2156,0,4,29,0
645,6,199,2761,0,4,29,0
700,6,213,2855,0,4,29,0
1900,6,213,2385,0,4,29,0
1359,6,199,2216,0,4,29,1
1300,6,213,2692,0,4,29,0
1525,6,199,2261,0,4,29,1
900,6,199,2582,0,4,29,0
1700,6,213,2497,0,4,29,0
1720,6,169,3372,0,5,30,1
700,6,169,2703,0,5,30,0
1455,6,169,2403,0,5,30,1
1030,6,169,2303,0,5,30,0
1300,6,213,2692,0,5,30,0
2100,6,199,2879,0,5,30,0
1700,6,213,2497,0,5,30,1
1900,6,213,2385,0,5,30,1
645,6,199,2761,0,5,30,0
1359,6,199,2216,0,5,30,1
1525,6,199,2261,0,5,30,1
1630,6,199,2181,0,5,30,0
900,6,199,2582,0,5,30,0
1500,6,213,2156,0,5,30,1
700,6,213,2855,0,5,30,1
1030,6,169,2303,0,6,31,0
1455,6,169,2229,0,6,31,0
1720,6,169,3372,0,6,31,0
700,6,169,2703,0,6,31,0
1500,6,213,2156,0,6,31,0
930,6,199,2582,0,6,31,0
700,6,213,2855,0,6,31,0
645,6,199,2761,0,6,31,0
1700,6,213,2497,0,6,31,0
1600,6,199,2361,0,6,31,0
1359,6,199,2216,0,6,31,0
1730,6,199,2097,0,6,31,0
850,7,229,846,0,4,1,0
850,7,229,846,0,5,2,0
850,7,229,846,0,6,3,0
850,7,229,846,0,7,4,0
850,7,229,846,0,1,5,0
850,7,229,846,0,2,6,0
850,7,229,846,0,3,7,0
850,7,229,846,0,4,8,0
850,7,229,846,0,5,9,1
850,7,229,846,0,6,10,0
850,7,229,846,0,7,11,0
850,7,229,846,0,1,12,0
850,7,229,846,0,2,13,0
850,7,229,846,0,3,14,0
850,7,229,846,0,4,15,1
850,7,229,846,0,5,16,1
850,7,229,846,0,6,17,0
850,7,229,846,0,7,18,0
850,7,229,846,0,1,19,0
850,7,229,846,0,2,20,0
850,7,229,846,0,3,21,0
850,7,229,846,0,4,22,0
850,7,229,846,0,5,23,0
850,7,229,846,0,6,24,0
850,7,229,846,0,7,25,0
850,7,229,846,1,1,26,1
850,7,229,846,1,2,27,1
850,7,229,846,0,3,28,0
850,7,229,846,0,4,29,0
850,7,229,846,0,5,30,0
850,7,229,846,0,6,31,0
900,8,214,2164,0,4,1,0
1100,8,214,2168,0,4,1,0
1300,8,214,2172,0,4,1,0
1500,8,214,2176,0,4,1,0
1700,8,214,2180,0,4,1,0
2100,8,214,2188,0,4,1,0
700,8,214,2160,0,5,2,0
900,8,214,2164,0,5,2,0
1100,8,214,2168,0,5,2,0
1300,8,214,2172,0,5,2,0
1500,8,214,2176,0,5,2,0
1700,8,214,2180,0,5,2,0
1900,8,214,2184,0,5,2,0
2100,8,214,2188,0,5,2,0
700,8,214,2160,0,6,3,0
900,8,214,2164,0,6,3,0
1100,8,214,2168,0,6,3,0
1300,8,214,2172,0,6,3,0
1500,8,214,2176,0,6,3,0
1700,8,214,2180,0,6,3,0
1900,8,214,2184,0,6,3,0
900,8,214,2164,0,7,4,0
1000,8,214,2166,0,7,4,0
1100,8,214,2168,0,7,4,0
1200,8,214,2170,0,7,4,0
1300,8,214,2172,0,7,4,0
1400,8,214,2174,0,7,4,0
1500,8,214,2176,0,7,4,0
1600,8,214,2178,0,7,4,0
1700,8,214,2180,0,7,4,0
1800,8,214,2182,0,7,4,0
1900,8,214,2184,0,7,4,0
2000,8,214,2186,0,7,4,0
2100,8,214,2188,0,7,4,0
630,8,214,1479,0,1,5,1
700,8,214,2160,0,1,5,0
800,8,214,2162,0,1,5,0
900,8,214,2164,0,1,5,0
1000,8,214,2166,0,1,5,0
1100,8,214,2168,0,1,5,0
1200,8,214,2170,0,1,5,0
1300,8,214,2172,0,1,5,0
1400,8,214,2174,0,1,5,0
1500,8,214,2176,0,1,5,0
1600,8,214,2178,0,1,5,0
1700,8,214,2180,0,1,5,0
1800,8,214,2182,0,1,5,0
1900,8,214,2184,0,1,5,0
2000,8,214,2186,0,1,5,0
2100,8,214,2188,0,1,5,0
630,8,214,1479,0,2,6,0
700,8,214,2160,0,2,6,0
800,8,214,2162,0,2,6,0
900,8,214,2164,0,2,6,0
1000,8,214,2166,0,2,6,0
1100,8,214,2168,0,2,6,0
1200,8,214,2170,0,2,6,0
1300,8,214,2172,0,2,6,0
1400,8,214,2174,0,2,6,0
1500,8,214,2176,0,2,6,0
1600,8,214,2178,0,2,6,0
1700,8,214,2180,0,2,6,0
1800,8,214,2182,0,2,6,0
1900,8,214,2184,0,2,6,0
2000,8,214,2186,0,2,6,0
2100,8,214,2188,0,2,6,0
630,8,214,1479,0,3,7,0
700,8,214,2160,0,3,7,0
800,8,214,2162,0,3,7,0
900,8,214,2164,0,3,7,0
1000,8,214,2166,0,3,7,0
1100,8,214,2168,0,3,7,0
1200,8,214,2170,0,3,7,0
1300,8,214,2172,0,3,7,0
1400,8,214,2174,0,3,7,0
1500,8,214,2176,0,3,7,1
1600,8,214,2178,0,3,7,1
1700,8,214,2180,0,3,7,0
1800,8,214,2182,0,3,7,0
1900,8,214,2184,0,3,7,0
2000,8,214,2186,0,3,7,1
2100,8,214,2188,0,3,7,0
630,8,214,1479,0,4,8,0
700,8,214,2160,0,4,8,0
800,8,214,2162,0,4,8,0
900,8,214,2164,0,4,8,0
1000,8,214,2166,0,4,8,0
1100,8,214,2168,0,4,8,0
1200,8,214,2170,0,4,8,0
1300,8,214,2172,0,4,8,0
1400,8,214,2174,0,4,8,0
1500,8,214,2176,0,4,8,0
1600,8,214,2178,0,4,8,0
1700,8,214,2180,0,4,8,1
1800,8,214,2182,0,4,8,0
1900,8,214,2184,0,4,8,1
2000,8,214,2186,0,4,8,1
2100,8,214,2188,0,4,8,0
630,8,214,1479,0,5,9,0
700,8,214,2160,0,5,9,0
800,8,214,2162,0,5,9,0
1000,8,214,2166,0,5,9,0
1100,8,214,2168,0,5,9,0
1200,8,214,2170,0,5,9,0
1300,8,214,2172,0,5,9,0
1400,8,214,2174,0,5,9,0
1500,8,214,2176,0,5,9,0
1600,8,214,2178,0,5,9,0
1700,8,214,2180,0,5,9,0
1800,8,214,2182,0,5,9,0
1900,8,214,2184,0,5,9,0
2000,8,214,2186,0,5,9,0
2100,8,214,2188,0,5,9,0
700,8,214,2160,0,6,10,0
900,8,214,2164,0,6,10,0
1100,8,214,2168,0,6,10,0
1300,8,214,2172,0,6,10,0
1500,8,214,2176,0,6,10,0
1700,8,214,2180,0,6,10,0
1900,8,214,2184,0,6,10,0
900,8,214,2164,0,7,11,0
1000,8,214,2166,0,7,11,0
1100,8,214,2168,0,7,11,0
1200,8,214,2170,0,7,11,0
1300,8,214,2172,0,7,11,0
1400,8,214,2174,0,7,11,0
1500,8,214,2176,0,7,11,0
1600,8,214,2178,0,7,11,0
1700,8,214,2180,0,7,11,0
1800,8,214,2182,0,7,11,0
1900,8,214,2184,0,7,11,0
2000,8,214,2186,0,7,11,0
2100,8,214,2188,0,7,11,0
630,8,214,1479,0,1,12,0
700,8,214,2160,0,1,12,1
800,8,214,2162,0,1,12,0
900,8,214,2164,0,1,12,0
1000,8,214,2166,0,1,12,0
1100,8,214,2168,0,1,12,1
1200,8,214,2170,0,1,12,0
1300,8,214,2172,0,1,12,0
1400,8,214,2174,0,1,12,0
1500,8,214,2176,0,1,12,0
1600,8,214,2178,0,1,12,0
1700,8,214,2180,0,1,12,1
1800,8,214,2182,0,1,12,0
1900,8,214,2184,0,1,12,0
2000,8,214,2186,0,1,12,0
2100,8,214,2188,0,1,12,0
630,8,214,1479,0,2,13,0
700,8,214,2160,0,2,13,0
800,8,214,2162,0,2,13,0
900,8,214,2164,0,2,13,0
1000,8,214,2166,0,2,13,0
1100,8,214,2168,0,2,13,0
1200,8,214,2170,0,2,13,0
1300,8,214,2172,0,2,13,0
1400,8,214,2174,0,2,13,0
1500,8,214,2176,0,2,13,0
1600,8,214,2178,0,2,13,1
1700,8,214,2180,0,2,13,0
1800,8,214,2182,0,2,13,0
1900,8,214,2184,0,2,13,0
2000,8,214,2186,0,2,13,0
2100,8,214,2188,0,2,13,0
630,8,214,1479,0,3,14,0
700,8,214,2160,0,3,14,0
800,8,214,2162,0,3,14,0
900,8,214,2164,0,3,14,0
1000,8,214,2166,0,3,14,0
1100,8,214,2168,0,3,14,0
1200,8,214,2170,0,3,14,0
1300,8,214,2172,0,3,14,0
1400,8,214,2174,0,3,14,0
1500,8,214,2176,0,3,14,0
1600,8,214,2178,0,3,14,0
1700,8,214,2180,0,3,14,0
1800,8,214,2182,0,3,14,0
1900,8,214,2184,0,3,14,0
2000,8,214,2186,0,3,14,1
2100,8,214,2188,0,3,14,0
630,8,214,1479,0,4,15,1
800,8,214,2162,0,4,15,0
900,8,214,2164,0,4,15,1
1100,8,214,2168,0,4,15,0
1200,8,214,2170,0,4,15,0
1400,8,214,2174,0,4,15,0
1500,8,214,2176,0,4,15,0
1600,8,214,2178,0,4,15,0
1700,8,214,2180,0,4,15,0
1800,8,214,2182,0,4,15,0
1900,8,214,2184,0,4,15,1
2100,8,214,2188,0,4,15,1
630,8,214,1479,0,5,16,0
700,8,214,2160,0,5,16,0
800,8,214,2162,0,5,16,0
900,8,214,2164,0,5,16,1
1000,8,214,2166,0,5,16,0
1100,8,214,2168,0,5,16,0
1200,8,214,2170,0,5,16,0
1300,8,214,2172,0,5,16,0
1400,8,214,2174,0,5,16,0
1500,8,214,2176,0,5,16,0
1600,8,214,2178,0,5,16,0
1700,8,214,2180,0,5,16,0
1800,8,214,2182,0,5,16,0
1900,8,214,2184,0,5,16,1
2000,8,214,2186,0,5,16,0
2100,8,214,2188,0,5,16,0
700,8,214,2160,0,6,17,0
900,8,214,2164,0,6,17,0
1100,8,214,2168,0,6,17,0
1300,8,214,2172,0,6,17,0
1500,8,214,2176,0,6,17,0
1700,8,214,2180,0,6,17,0
1900,8,214,2184,0,6,17,0
900,8,214,2164,0,7,18,0
1000,8,214,2166,0,7,18,0
1100,8,214,2168,0,7,18,0
1200,8,214,2170,0,7,18,0
1300,8,214,2172,0,7,18,1
1400,8,214,2174,0,7,18,0
1600,8,214,2178,0,7,18,1
1800,8,214,2182,0,7,18,0
1900,8,214,2184,0,7,18,0
2000,8,214,2186,0,7,18,0
2100,8,214,2188,0,7,18,0
630,8,214,1479,0,1,19,0
700,8,214,2160,0,1,19,0
800,8,214,2162,0,1,19,0
900,8,214,2164,0,1,19,0
1000,8,214,2166,0,1,19,0
1100,8,214,2168,0,1,19,0
1200,8,214,2170,0,1,19,0
1300,8,214,2172,0,1,19,0
1400,8,214,2174,0,1,19,0
1500,8,214,2176,0,1,19,0
1600,8,214,2178,0,1,19,0
1700,8,214,2180,0,1,19,0
1800,8,214,2182,0,1,19,0
1900,8,214,2184,0,1,19,0
2000,8,214,2186,0,1,19,0
2100,8,214,2188,0,1,19,0
630,8,214,1479,0,2,20,0
700,8,214,2160,0,2,20,0
800,8,214,2162,0,2,20,0
900,8,214,2164,0,2,20,0
1000,8,214,2166,0,2,20,0
1100,8,214,2168,0,2,20,0
1200,8,214,2170,0,2,20,0
1300,8,214,2172,0,2,20,0
1400,8,214,2174,0,2,20,0
1500,8,214,2176,0,2,20,0
1600,8,214,2178,0,2,20,0
1700,8,214,2180,0,2,20,0
1800,8,214,2182,0,2,20,0
1900,8,214,2184,0,2,20,0
2000,8,214,2186,0,2,20,0
2100,8,214,2188,0,2,20,0
630,8,214,1479,0,3,21,0
700,8,214,2160,0,3,21,0
800,8,214,2162,0,3,21,0
900,8,214,2164,0,3,21,0
1000,8,214,2166,0,3,21,0
1100,8,214,2168,0,3,21,0
1200,8,214,2170,0,3,21,0
1300,8,214,2172,0,3,21,0
1400,8,214,2174,0,3,21,0
1500,8,214,2176,0,3,21,0
1600,8,214,2178,0,3,21,0
1700,8,214,2180,0,3,21,0
1800,8,214,2182,0,3,21,0
1900,8,214,2184,0,3,21,0
2000,8,214,2186,0,3,21,0
2100,8,214,2188,0,3,21,0
630,8,214,1479,0,4,22,0
700,8,214,2160,0,4,22,0
800,8,214,2162,0,4,22,0
900,8,214,2164,0,4,22,0
1000,8,214,2166,0,4,22,0
1100,8,214,2168,0,4,22,0
1200,8,214,2170,0,4,22,0
1300,8,214,2172,0,4,22,0
1400,8,214,2174,0,4,22,0
1500,8,214,2176,0,4,22,0
1600,8,214,2178,0,4,22,0
1700,8,214,2180,0,4,22,0
1800,8,214,2182,0,4,22,0
1900,8,214,2184,0,4,22,0
2000,8,214,2186,0,4,22,0
2100,8,214,2188,0,4,22,1
630,8,214,1479,0,5,23,0
700,8,214,2160,0,5,23,0
800,8,214,2162,0,5,23,0
900,8,214,2164,0,5,23,0
1000,8,214,2166,0,5,23,0
1100,8,214,2168,0,5,23,0
1200,8,214,2170,0,5,23,0
1300,8,214,2172,0,5,23,1
1400,8,214,2174,0,5,23,0
1500,8,214,2176,0,5,23,0
1700,8,214,2180,0,5,23,0
1800,8,214,2182,0,5,23,0
1900,8,214,2184,0,5,23,0
2000,8,214,2186,0,5,23,0
2100,8,214,2188,0,5,23,0
700,8,214,2160,0,6,24,0
900,8,214,2164,0,6,24,0
1100,8,214,2168,0,6,24,0
1300,8,214,2172,0,6,24,0
1500,8,214,2176,0,6,24,0
1700,8,214,2180,0,6,24,0
1900,8,214,2184,0,6,24,0
900,8,214,2164,0,7,25,0
1000,8,214,2166,0,7,25,0
1100,8,214,2168,0,7,25,0
1200,8,214,2170,0,7,25,0
1300,8,214,2172,0,7,25,0
1400,8,214,2174,0,7,25,0
1500,8,214,2176,0,7,25,0
1600,8,214,2178,0,7,25,0
1700,8,214,2180,0,7,25,0
1800,8,214,2182,0,7,25,0
1900,8,214,2184,0,7,25,0
2000,8,214,2186,0,7,25,0
2100,8,214,2188,0,7,25,1
630,8,214,1479,0,1,26,1
700,8,214,2160,0,1,26,1
800,8,214,2162,0,1,26,0
900,8,214,2164,1,1,26,1
1000,8,214,2166,0,1,26,0
1100,8,214,2168,0,1,26,1
1400,8,214,2174,0,1,26,0
1600,8,214,2178,0,1,26,0
1700,8,214,2180,0,1,26,0
1800,8,214,2182,0,1,26,0
1900,8,214,2184,0,1,26,0
2000,8,214,2186,0,1,26,0
2100,8,214,2188,0,1,26,1
630,8,214,1479,0,2,27,0
700,8,214,2160,0,2,27,0
800,8,214,2162,0,2,27,0
900,8,214,2164,0,2,27,0
1000,8,214,2166,0,2,27,0
1100,8,214,2168,0,2,27,0
1200,8,214,2170,0,2,27,0
1300,8,214,2172,0,2,27,0
1400,8,214,2174,0,2,27,0
1500,8,214,2176,0,2,27,0
1600,8,214,2178,0,2,27,0
1700,8,214,2180,0,2,27,0
630,8,214,1479,0,3,28,0
700,8,214,2160,0,3,28,0
800,8,214,2162,0,3,28,1
900,8,214,2164,0,3,28,1
1000,8,214,2166,0,3,28,0
1100,8,214,2168,0,3,28,0
1300,8,214,2172,0,3,28,0
1500,8,214,2176,0,3,28,1
1600,8,214,2178,0,3,28,1
1700,8,214,2180,0,3,28,0
1800,8,214,2182,0,3,28,0
1900,8,214,2184,0,3,28,0
2000,8,214,2186,0,3,28,1
2100,8,214,2188,0,3,28,0
630,8,214,1479,0,4,29,0
700,8,214,2160,0,4,29,1
800,8,214,2162,0,4,29,0
900,8,214,2164,0,4,29,0
1000,8,214,2166,0,4,29,0
1100,8,214,2168,0,4,29,0
1200,8,214,2170,0,4,29,0
1300,8,214,2172,0,4,29,0
1400,8,214,2174,0,4,29,0
1500,8,214,2176,0,4,29,0
1600,8,214,2178,0,4,29,0
1700,8,214,2180,0,4,29,0
1800,8,214,2182,0,4,29,0
1900,8,214,2184,0,4,29,0
2000,8,214,2186,0,4,29,0
2100,8,214,2188,0,4,29,0
630,8,214,1479,0,5,30,0
700,8,214,2160,0,5,30,0
800,8,214,2162,0,5,30,0
900,8,214,2164,0,5,30,0
1000,8,214,2166,0,5,30,0
1100,8,214,2168,0,5,30,0
1200,8,214,2170,0,5,30,0
1300,8,214,2172,0,5,30,0
1400,8,214,2174,0,5,30,0
1500,8,214,2176,0,5,30,0
1600,8,214,2178,0,5,30,0
1700,8,214,2180,0,5,30,1
1800,8,214,2182,0,5,30,0
1900,8,214,2184,0,5,30,0
2000,8,214,2186,0,5,30,0
2100,8,214,2188,0,5,30,0
700,8,214,2160,0,6,31,0
900,8,214,2164,0,6,31,0
1100,8,214,2168,0,6,31,0
1300,8,214,2172,0,6,31,0
1500,8,214,2176,0,6,31,0
1700,8,214,2180,0,6,31,0
1900,8,214,2184,0,6,31,0
